mesa_id,municipio,candidato_1,candidato_2,candidato_3,candidato_4,candidato_5,votos_nulos,total_votos,capacidad_mesa,tiene_anomalia,tipo_anomalia,z_candidato_1,z_candidato_2,z_candidato_3,z_candidato_4,z_candidato_5,z_votos_nulos,z_total_votos,max_zscore,sospechosa_zscore
Mesa_001,San Marcos,24,13,45,41,38,4,165,200,False,,-0.8591515964488455,-1.4233398257321046,0.09684287173134142,-0.06289015510145853,-0.06793415341244981,-0.9162327206164618,-1.397839879056598,1.4233398257321046,False
Mesa_002,La Esperanza,23,79,21,64,14,0,201,200,False,,-0.906671043155087,1.6852117460190175,-1.1663250204165878,1.2520858152017635,-1.2001700436199485,-1.4182780469816463,-0.5143736633607146,1.6852117460190175,False
Mesa_003,Villa Nueva,49,36,40,26,19,0,170,200,True,votos_nulos_cero,0.32883457120719095,-0.34005670224307727,-0.16631710579947717,-0.9204831792122555,-0.9642875664933862,-1.4182780469816463,-1.2751362379877254,1.4182780469816463,False
Mesa_004,El Progreso,35,79,63,38,67,18,300,200,False,,-0.3364376826801894,1.6852117460190175,1.0442187908422884,-0.23440875992361793,1.300184213921611,0.8409259216616839,1.9151584298029651,1.9151584298029651,False
Mesa_005,Santa Rosa,45,10,30,64,53,8,210,200,False,,0.13875678438222513,-1.5646376244480649,-0.6926370608611143,1.2520858152017635,0.6397132779672369,-0.41418739425127726,-0.29350710943674374,1.5646376244480649,False
Mesa_006,Quetzaltenango,29,37,53,23,21,12,191,200,True,total_incorrecto,-0.6215543629176382,-0.29295743600442387,0.5178988357806511,-1.092001784034415,-0.8699345756427613,0.08785793211390719,-0.75978094549846,1.092001784034415,False
Mesa_007,Totonicapán,22,55,54,43,15,14,203,200,False,,-0.9541904898613284,0.5548293562913367,0.5705308312868149,0.05145558144664774,-1.152993548194636,0.33888059529649944,-0.46529220693316553,1.152993548194636,False
Mesa_008,Sololá,78,25,58,20,80,9,270,200,False,,1.7068985256881932,-0.8581486308682643,0.7810588133114698,-1.2635203888565743,1.9134786544506728,-0.28867606265998114,1.1789365833897287,1.9134786544506728,False
Mesa_009,Chimaltenango,44,47,39,39,30,0,193,200,True,participacion_extrema,0.09123733767598369,0.17803522638210978,-0.21894910130564088,-0.1772358916495648,-0.44534611681494934,-1.4182780469816463,-0.710699489070911,1.4182780469816463,False
Mesa_010,Escuintla,20,39,22,58,45,14,198,200,False,,-1.0492293832738113,-0.19875890352711714,-1.113693024910424,0.9090486055574447,0.2623013145647373,0.33888059529649944,-0.5879958480020382,1.113693024910424,False
Mesa_011,Retalhuleu,56,30,57,55,36,8,242,200,False,,0.6614706981508812,-0.6226522996749975,0.728426817805306,0.7375300007352853,-0.1622871442630747,-0.41418739425127726,0.4917961934040416,0.7375300007352853,False
Mesa_012,Suchitepéquez,19,31,78,41,30,14,213,200,False,,-1.0967488299800527,-0.5755530334363441,1.8336987234347442,-0.06289015510145853,-0.44534611681494934,0.33888059529649944,-0.2198849247954201,1.8336987234347442,False
Mesa_013,Jutiapa,58,44,38,51,17,7,229,200,True,total_incorrecto,0.7565095915633641,0.03673742766614968,-0.2715810968118046,0.5088385276390728,-1.0586405573440112,-0.5396987258425734,0.17276672662497258,1.0586405573440112,False
